id,stockid_i,date1,time1,lnA_B,close_1,norm_,avg_,stdev_,sample,commission,norm_num,open_,close_,clsoe_stats,values,qushi_open,qushi_close_,queshi_close_status
0,GBPJPY,2015.12.28,00:00,179.055,179.055,,,,100,0.0005,0.9,0,0,0,0
1,GBPJPY,2015.12.28,00:05,179.21,179.21,,,,100,0.0005,0.9,0,0,0,0
2,GBPJPY,2015.12.28,00:10,179.288,179.288,,,,100,0.0005,0.9,0,0,0,0
3,GBPJPY,2015.12.28,00:15,179.348,179.348,,,,100,0.0005,0.9,0,0,0,0
4,GBPJPY,2015.12.28,00:20,179.453,179.453,,,,100,0.0005,0.9,0,0,0,0
5,GBPJPY,2015.12.28,00:25,179.344,179.344,,,,100,0.0005,0.9,0,0,0,0
6,GBPJPY,2015.12.28,00:30,179.305,179.305,,,,100,0.0005,0.9,0,0,0,0
7,GBPJPY,2015.12.28,00:35,179.342,179.342,,,,100,0.0005,0.9,0,0,0,0
8,GBPJPY,2015.12.28,00:40,179.372,179.372,,,,100,0.0005,0.9,0,0,0,0
9,GBPJPY,2015.12.28,00:45,179.399,179.399,,,,100,0.0005,0.9,0,0,0,0
10,GBPJPY,2015.12.28,00:50,179.413,179.413,,,,100,0.0005,0.9,0,0,0,0
11,GBPJPY,2015.12.28,00:55,179.414,179.414,,,,100,0.0005,0.9,0,0,0,0
12,GBPJPY,2015.12.28,01:00,179.37,179.37,,,,100,0.0005,0.9,0,0,0,0
13,GBPJPY,2015.12.28,01:05,179.391,179.391,,,,100,0.0005,0.9,0,0,0,0
14,GBPJPY,2015.12.28,01:10,179.377,179.377,,,,100,0.0005,0.9,0,0,0,0
15,GBPJPY,2015.12.28,01:15,179.355,179.355,,,,100,0.0005,0.9,0,0,0,0
16,GBPJPY,2015.12.28,01:20,179.383,179.383,,,,100,0.0005,0.9,0,0,0,0
17,GBPJPY,2015.12.28,01:25,179.381,179.381,,,,100,0.0005,0.9,0,0,0,0
18,GBPJPY,2015.12.28,01:30,179.438,179.438,,,,100,0.0005,0.9,0,0,0,0
19,GBPJPY,2015.12.28,01:35,179.484,179.484,,,,100,0.0005,0.9,0,0,0,0
20,GBPJPY,2015.12.28,01:40,179.47,179.47,,,,100,0.0005,0.9,0,0,0,0
21,GBPJPY,2015.12.28,01:45,179.513,179.513,,,,100,0.0005,0.9,0,0,0,0
22,GBPJPY,2015.12.28,01:50,179.446,179.446,,,,100,0.0005,0.9,0,0,0,0
23,GBPJPY,2015.12.28,01:55,179.43,179.43,,,,100,0.0005,0.9,0,0,0,0
